"sound.files","selec","duration","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","peakf","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx"
"f0001_us_f0001_00001.wav","0",20,0.199644384131202,0.0424336492948578,0.192941176470588,0.173262032085561,0.232727272727273,0.0594652406417112,3.44222177441604,21.4342952468168,0.886668886898436,0.203110112104926,0.174545454545455,0.199644384131202,0,0.159227585040623,0.0212483399734396,0.275862068965517,1.55829326923077,0.1640625,6.9921875,6.828125,0.208787185354691
